Name,Age,Salary,Email,Join_Date,Gender,Department,Rating
Jeremy Wright,45,132799,justin47@wood.com,24-06-2019,Female,Operations,4.8
Felicia Young,32,81228,cmartin@esparza.com,09-06-2016,Male,IT,3.1
John Johnston,22,109552,carlayoung@torres-murillo.info,23-06-2019,Male,HR,1.8
Matthew Ramirez,26,100528,qkennedy@hotmail.com,26-02-2020,Other,HR,3.8
Tyrone Zimmerman,56,120635,sethgray@gmail.com,27-09-2019,Other,Operations,4.3
Sheri Morgan,56,76213,nsmith@thomas-rich.org,19-07-2018,Male,Finance,3.7
John Morrison,52,76747,ayalakelli@bailey.com,02-02-2017,Female,HR,4.6
Anthony Ruiz,34,109675,bsmith@townsend-howe.net,22-08-2018,Male,HR,3.2
Jennifer Lambert,41,122157,butlerjoshua@yahoo.com,30-08-2020,Other,Finance,4.6
Jenna Hardy,34,57126,hinesdavid@hotmail.com,29-11-2020,Other,Operations,4.5
Dylan Sullivan,53,81219,samueltaylor@hotmail.com,14-01-2018,Male,Finance,3.7
Dr. Stephanie Tate,52,103146,plewis@yahoo.com,18-07-2016,Other,Sales,1.9
Joshua Alexander,56,84292,rodrigueztanya@hotmail.com,11-12-2020,Female,Sales,1.9
Justin Stevenson,59,55621,osbornedylan@yahoo.com,29-10-2020,Female,IT,3
Jason Walton,32,49684,jennifermorris@gmail.com,03-01-2025,Other,Marketing,4.3
Mark Moreno,51,142785,thomas54@hotmail.com,04-04-2023,Other,Sales,2.4
Philip Russo,42,80518,jasonanderson@keith-rodriguez.com,06-12-2024,Male,Marketing,4.9
Janet Cisneros,56,114756,gary86@hotmail.com,11-11-2024,Female,Finance,4.4
Kimberly Bond,28,135036,harrisonscott@hill.com,17-02-2016,Male,HR,2.6
Richard James,38,143340,carlavillanueva@gmail.com,31-08-2022,Female,IT,2.4
Louis Scott,26,53281,odavidson@hotmail.com,23-04-2020,Male,HR,4.5
Deborah Meza,24,33566,mark59@vang.biz,28-03-2024,Male,IT,1.7
Blake Obrien,59,48185,wcuevas@gmail.com,12-12-2024,Male,Marketing,3.4
Andrea Evans,45,116229,angel01@hotmail.com,08-05-2020,Male,Admin,3.5
Matthew Estrada,44,47441,tramirez@gmail.com,10-11-2018,Female,Finance,3.7
Sheena Morgan,27,60461,millsjulie@yahoo.com,09-06-2017,Male,IT,2.3
Mitchell Reynolds,28,58436,morrisonleah@wiggins-clayton.com,11-04-2024,Female,Sales,2.9
Marvin May,22,30306,eric31@hotmail.com,22-05-2017,Male,IT,4.3
Juan Graves,41,68847,sarahrocha@yahoo.com,03-08-2021,Other,Operations,1.3
Angela Cunningham,49,84727,kathyklein@gmail.com,02-03-2023,Female,Marketing,2.4
Gregory Hester,30,37941,carrbilly@hotmail.com,07-05-2016,Female,Finance,2.4
Angela Leon,34,78856,kelli19@yahoo.com,14-02-2021,Male,Finance,4.8
Connor Lewis,38,102399,xbender@schneider.biz,04-05-2018,Male,Marketing,4
Stephen Baker,44,68482,greenlarry@castro.com,02-04-2021,Other,Operations,4.1
Shane Goodman,32,66976,lori89@yahoo.com,28-02-2019,Other,Marketing,2.4
Jennifer Soto,28,48102,kennethgarza@yahoo.com,18-11-2024,Male,HR,4.7
Susan Chen,37,66724,vherrera@hotmail.com,24-03-2018,Other,Marketing,4.7
Valerie Burton,41,81551,cameronmartin@bowen.com,05-01-2025,Male,Sales,4.3
Paul White,28,73292,lrodriguez@hotmail.com,11-04-2025,Other,Sales,2.1
Anthony Phillips,40,91977,kphillips@gmail.com,01-12-2017,Male,Operations,2
Martin Perez,53,128998,ochase@bell-oliver.com,18-01-2025,Male,Marketing,3.3
Lisa Bryant,38,64641,hodgeana@todd.com,18-01-2023,Male,Finance,3.6
Jessica Fisher,50,121125,hramirez@hotmail.com,12-01-2021,Other,Admin,1.8
Mary Hanson,25,144782,owalters@yahoo.com,17-10-2025,Other,Admin,2
James Aguilar,33,49320,nathanieljackson@yahoo.com,02-12-2016,Male,Finance,2.1
Lori Alvarado,43,69233,qrivers@gmail.com,30-07-2016,Male,Marketing,2
Hannah Waller,44,119297,martineztommy@weiss.com,25-04-2019,Female,Operations,3.5
Bradley Morales,29,52211,sean45@wilson-snyder.com,24-08-2023,Other,Sales,2.6
Jacob Pineda,43,62821,rhonda19@hotmail.com,10-08-2022,Male,Marketing,4.8
Jay Reyes,47,131131,leslie95@rodriguez.com,28-07-2020,Female,Marketing,2.7
Traci Lopez,50,104278,frogers@yahoo.com,25-12-2024,Other,Operations,2
Lisa Goodwin,24,107924,uturner@burke-rodriguez.com,20-07-2025,Other,Marketing,1.4
Zachary Lane,58,98128,dstevens@perez-erickson.com,07-09-2017,Female,IT,5
Daniel Rivas,50,109192,tyler69@mitchell.net,23-07-2024,Other,Admin,1.7
Dustin Brown,32,96325,john63@hill-decker.com,23-06-2016,Female,Operations,1.7
Kayla Terry,56,95196,michaelcarrillo@abbott.com,31-01-2020,Female,Marketing,4.4
Alice Lee,26,122702,jill69@gmail.com,28-10-2017,Other,Admin,2.8
Brian Willis,41,47804,juan76@hess.info,22-09-2017,Female,Operations,1.2
Gregory Weber,53,145905,villanuevarobert@mitchell-wright.com,28-05-2022,Female,Finance,3.2
Felicia Barber,53,148437,franklinandre@houston-hill.com,20-10-2018,Male,Admin,2.5
Lisa Walker,33,76828,pcarpenter@hotmail.com,11-09-2023,Male,Marketing,4.8
Michael Carroll,58,137129,stephaniecurtis@hotmail.com,11-07-2016,Other,Marketing,2.9
George Haley,35,57973,kroman@allen-blankenship.com,23-07-2025,Other,Marketing,4.1
Joshua Gutierrez,36,56870,wmoore@pugh-peters.net,13-11-2025,Other,Marketing,3.9
Jennifer Mullen,52,55013,cindyhall@yahoo.com,31-07-2021,Female,Sales,4.1
Patrick Proctor Jr.,29,75658,morgan13@hotmail.com,25-01-2017,Other,Operations,3.2
Mary Dillon,36,143142,jay59@gmail.com,11-05-2017,Female,Admin,3.7
Catherine Sanders,32,137118,aharper@hernandez.com,07-01-2021,Other,Marketing,4.4
Jimmy Brooks,55,122042,ejohnson@hobbs.net,02-03-2021,Other,IT,2.4
Anthony Rogers,52,81400,natalie95@valentine.net,22-09-2020,Male,Finance,2.2
Ronald Richards,46,137202,eugenelawson@hotmail.com,27-06-2025,Other,Admin,2
Corey Wilson,40,124992,mpatterson@hotmail.com,22-07-2017,Male,Marketing,1
Dennis Lowe,43,99128,sandrasteele@gmail.com,26-05-2017,Male,IT,2.4
Taylor Williams,54,34328,ericsmith@miller-clay.com,28-05-2021,Female,Sales,1
Christopher Parker,34,51456,jamesking@yahoo.com,10-02-2025,Female,HR,4.9
Bradley Sexton,48,101875,paullaura@jones.com,17-11-2020,Male,Operations,3.4
Autumn Davis,24,96682,kshaw@yahoo.com,18-07-2017,Other,Marketing,3.7
David Phillips,57,73586,christopherjones@yahoo.com,16-11-2025,Female,IT,1.3
Christina Miller,40,73316,tarcher@yahoo.com,25-12-2021,Other,Operations,2.3
Maria Figueroa,28,149811,qmiller@yahoo.com,25-05-2016,Female,HR,2.5
Sydney Johnson,55,31917,turnerjasmine@hotmail.com,29-02-2024,Female,Marketing,4.1
Christopher Ross,58,130662,william53@gmail.com,13-10-2020,Female,Finance,1.8
Larry Phillips,42,49265,umaddox@montgomery-holt.com,05-05-2022,Other,Finance,1.2
Eric Montgomery,28,75064,robert70@carlson.com,29-11-2024,Female,Operations,4.3
David Sullivan,36,65043,irwinpeter@yahoo.com,09-08-2024,Male,Finance,4.9
Lauren Mack,52,49126,jenniferwaller@mcdonald.biz,22-11-2019,Female,IT,1.8
Christopher Mclaughlin,27,92743,stephaniemcmahon@tucker.net,05-07-2025,Other,Operations,3.4
Joseph Schwartz,23,51725,mchoi@hall.net,04-01-2018,Other,Sales,5
Lauren Sanders,45,96996,curryrobert@gmail.com,14-02-2022,Female,IT,4
Carrie Jones,59,53143,garykim@tucker-ward.com,15-10-2024,Male,Marketing,3.4
Kimberly Barrera,37,97941,jonathan84@schmidt-malone.com,24-02-2016,Male,HR,4.8
Tyler Brown,28,90156,gonzalescynthia@byrd-gonzalez.com,04-05-2019,Female,Sales,4.6
Haley Carr,48,69109,tuckerjohn@gmail.com,24-05-2024,Male,Admin,4.8
Carol Cameron,48,99244,russellandrea@mitchell.biz,17-06-2020,Other,IT,3.2
Derrick Peters,36,34603,ashleepalmer@williams.com,22-05-2020,Male,Operations,4.9
Roberto Meyer,37,119344,matthewmiller@robbins.com,04-04-2018,Other,Admin,3.3
Jay Finley,35,111817,xphillips@edwards.org,02-01-2016,Other,Operations,3.7
Anthony Frost,24,75812,teresa78@alexander.net,08-10-2016,Female,Operations,2.6
Donna Ward,45,125915,ronaldwebb@hotmail.com,08-07-2017,Male,Operations,1.4
Jennifer Soto,27,70945,donnaharris@gmail.com,12-02-2020,Other,IT,2.4
Daniel Hall,32,140708,heathjeff@williams.biz,22-11-2015,Male,Marketing,4.6
Michael Mitchell,54,54244,cooktravis@jackson-tucker.net,09-12-2017,Female,Finance,3.7
Monica Gardner,34,69018,heatherjones@finley.com,13-03-2022,Male,Marketing,1.1
Mallory Ortiz,50,141156,gregoryfischer@yahoo.com,16-03-2020,Other,Sales,4.2
Scott Arnold,41,46132,christian97@hotmail.com,05-01-2023,Female,Finance,1.9
Kimberly Powers,50,134837,nosborne@hotmail.com,24-09-2024,Other,HR,1.4
Connor Sharp,50,102781,amberrogers@garcia.com,29-11-2024,Female,HR,4.8
Micheal Bowers,54,118041,edgarmitchell@yahoo.com,18-11-2020,Other,Marketing,2.6
Andrew Wright,51,38692,debra96@yahoo.com,19-07-2023,Male,Operations,3.7
Sergio Bryan,28,110637,marvinrichards@wilson.biz,20-06-2020,Male,HR,3.8
Nina Cortez,54,76763,emartin@yahoo.com,14-05-2023,Male,Operations,4.6
Katherine Hopkins,36,128476,sshaw@hotmail.com,26-08-2016,Other,Admin,4
Kathleen Jones,50,141764,bradleyherrera@bullock-morrison.biz,21-01-2022,Male,Admin,2.8
Patricia Taylor,55,136801,tarakelley@gonzalez.com,13-01-2018,Other,Operations,4.6
David Pham,51,81729,ogould@hotmail.com,11-10-2022,Other,Sales,2.2
Jeffrey Parrish,51,145475,bmoore@munoz.org,26-03-2025,Female,Marketing,3.6
Jonathan Miller,40,123838,icross@yahoo.com,17-05-2021,Other,Sales,1.2
Jose Gallagher,57,137477,gallowaylinda@yahoo.com,20-10-2023,Other,IT,4
Cheryl Soto,32,126000,wandaferguson@yahoo.com,16-07-2022,Female,Sales,3.1
Christopher Kelley,58,70663,tara21@smith-hale.org,05-12-2020,Other,Sales,4.4
Michele Hill,24,107157,rlewis@phillips.net,17-03-2017,Male,IT,2.8
Paul Smith,53,39686,justin10@yahoo.com,16-07-2022,Male,Sales,2.4
Amy Hamilton,50,105647,donaldhernandez@smith-hogan.com,16-02-2023,Male,Admin,4.1
Raymond Phillips,44,75303,melissa61@gonzalez-lee.com,13-07-2019,Male,HR,2.3
Kathleen Smith,25,110604,munozdavid@gmail.com,11-03-2024,Male,Admin,1.2
Lori Curtis,38,107851,joybaker@yahoo.com,01-02-2022,Male,Sales,1.6
Arthur Barrera,58,113563,harmonryan@yahoo.com,21-12-2022,Other,Sales,4.5
Ryan Sanchez,37,77588,jason77@yahoo.com,29-03-2019,Female,Sales,4.4
Valerie Cole,35,115911,xmartin@hotmail.com,15-06-2017,Other,Finance,1.3
Patrick Huff,23,114095,christinalozano@hotmail.com,07-08-2024,Male,Operations,3.1
Steven Warren,42,86130,james59@farmer.com,26-12-2017,Female,Operations,2
Olivia Stone,23,101619,gharris@yahoo.com,22-04-2018,Male,HR,1.7
Tanner Norman,46,58155,robertedwards@hotmail.com,03-09-2024,Other,Finance,1.3
Zachary Love,45,90582,hjones@madden.info,31-03-2020,Other,Marketing,1.4
Michael Crawford,29,70504,johnelliott@williams.net,01-08-2023,Male,Marketing,1.9
Robert Ortega,60,97101,martinkennedy@james.info,02-06-2023,Other,Operations,3.9
Kevin Mullins,31,51510,cjohnson@blake-jackson.com,23-06-2017,Other,Marketing,1.6
Joe Murphy,30,105508,lisahoward@salazar.org,18-09-2023,Female,Sales,1.9
Denise Stephens,37,61298,nicholassmith@gmail.com,19-06-2019,Other,Sales,3.9
Wendy Rodriguez,35,63879,warnerteresa@gmail.com,08-07-2019,Female,HR,2.1
Meagan Giles,60,62639,edwardsjanice@yahoo.com,30-01-2016,Other,Finance,3.9
Michael Stein,56,117198,lreed@yahoo.com,21-04-2017,Male,Operations,1.8
Leslie Hawkins,47,65158,ysantos@green.org,08-09-2016,Female,Marketing,4.3
Seth Greene,33,84339,danabeck@johnson.com,17-06-2022,Other,IT,2.5
Michael Anderson,60,93364,dennisbutler@hotmail.com,17-02-2019,Male,HR,3.6
Bryan Weiss,51,37003,jeremiahjordan@gmail.com,11-02-2017,Other,IT,3.4
Pamela Horton,46,115001,dawncordova@yahoo.com,16-01-2019,Female,Finance,2
Theresa Boyle,38,85249,joseph46@gmail.com,19-12-2017,Female,Operations,4.2
Duane Gilbert,55,74712,katrinasmith@haynes-martinez.com,10-02-2025,Female,Finance,1.6
Sarah Yates,54,94010,alexanderwright@miller-miller.biz,10-05-2018,Male,Finance,3.6
Susan Campbell,41,99345,nicholasblack@hunt.com,13-11-2016,Other,IT,1.6
Ashley Becker,34,74090,curtiswise@nguyen.com,16-06-2017,Other,Finance,1.2
Morgan Fischer,43,100244,keith95@gmail.com,30-10-2017,Other,IT,2.1
Gregory Anderson,59,90071,crystaljames@merritt.com,24-08-2020,Other,Sales,4.2
John Mason,41,109669,khamilton@mann-gibson.com,18-04-2022,Female,Admin,2.2
David Rose,39,101807,zbell@rice-walker.org,17-09-2018,Female,IT,3.2
Nicole Greene,51,80351,michael09@hotmail.com,23-10-2019,Other,Sales,3.4
Peter Austin,57,74527,thatfield@hotmail.com,09-07-2017,Other,IT,4.2
Mary Booth,27,64597,kristentate@hotmail.com,19-02-2016,Male,Finance,1
Amanda Castillo,58,64037,richard03@farmer.biz,08-01-2017,Female,Marketing,1.1
Danny Fitzgerald,39,149601,bakersusan@brown-ford.com,12-09-2016,Other,Marketing,1.4
Tiffany Baker,48,111744,carlosdurham@french.com,08-07-2023,Female,HR,3.4
Jessica Knight,53,105599,adkinsjessica@gmail.com,13-05-2025,Other,HR,4.8
Jason Johnson,44,93225,craigramos@yahoo.com,10-03-2019,Female,Operations,2.4
Maria Bishop,44,122006,chandlerjessica@gmail.com,28-04-2016,Male,Finance,3.7
Luis Douglas,53,52986,cameronandrew@yahoo.com,21-04-2023,Female,Admin,2.4
David Ramirez,60,50350,mvelasquez@mcpherson-shannon.org,21-06-2020,Other,Admin,3.5
Patrick Dawson,25,121092,oroberts@scott-jefferson.info,14-06-2017,Other,Marketing,1.5
Kelly Bush,37,73509,brianwalker@yahoo.com,01-08-2025,Female,Marketing,2.5
Jennifer Macdonald,22,102840,lisa96@hotmail.com,26-08-2021,Female,HR,4.3
Albert Adams,53,74398,autumnduarte@gmail.com,12-10-2021,Female,HR,3
Justin Collins,41,78692,allenjennifer@powers.com,16-01-2021,Other,Marketing,4.7
Scott Drake,23,115251,barkeramy@smith.com,19-02-2021,Other,Finance,1.4
Yolanda Burnett,48,32013,ichen@gmail.com,02-01-2025,Female,Sales,3.1
Tiffany Hicks,37,68450,hamptonjoseph@yahoo.com,12-01-2022,Female,IT,3.1
Cynthia James,22,134972,jill54@smith.com,01-02-2017,Other,HR,3.4
Maria Russell,22,30938,jennifer43@gmail.com,08-11-2020,Other,IT,4.1
Richard Mccarthy,59,92793,dferguson@byrd.net,25-11-2024,Female,Sales,3.4
Christina Adams,26,86884,seth26@castillo.net,11-03-2025,Male,Admin,2.7
Andrew Collins,28,30635,devinhernandez@rasmussen.com,08-03-2022,Male,Marketing,2.4
Roberto Hansen,48,53307,lindsey69@walker.info,25-07-2021,Other,Operations,4.2
Christopher Rivera,42,52857,cynthia87@yahoo.com,24-03-2023,Male,IT,5
Ms. Kiara Wagner MD,35,136090,paulburns@hotmail.com,27-10-2021,Male,Operations,2.2
Raymond Hernandez,28,44713,levans@ryan.com,21-07-2018,Other,Sales,1.1
Erin Pace,23,101721,cgarcia@lewis.com,17-06-2024,Other,Marketing,3.6
Mary Peters,42,46118,ohuffman@hotmail.com,22-05-2022,Male,Operations,3.7
Christopher Pena,50,142250,angela82@gmail.com,03-08-2021,Female,IT,2.4
Michael Taylor,36,36735,mccarthydanielle@hayes.com,26-05-2022,Male,Finance,2.5
Abigail Galloway,30,116654,michael33@joseph-thomas.org,18-09-2024,Male,Operations,3.9
Mariah Jennings,35,91340,james67@greer-welch.biz,11-09-2018,Female,Finance,1.7
Jacqueline Torres,33,86500,timothy96@yahoo.com,26-07-2019,Male,Operations,2.2
Jamie Wood DVM,47,147622,richard90@klein-garcia.com,02-11-2018,Female,Marketing,4.3
Katherine White,37,42500,brianmcclure@hotmail.com,25-01-2021,Female,IT,4.3
Amy Williams,26,32790,heatherhall@pierce.com,25-07-2022,Male,Sales,1.7
Tyler Rogers,42,97568,jenniferklein@gmail.com,21-11-2024,Male,Operations,1
John Robinson,33,94897,nschwartz@griffith.org,09-03-2023,Other,IT,1.4
Vanessa Carson,38,52096,patriciawilliams@kemp.com,08-10-2025,Female,Sales,1.5
Jessica Gates,47,86879,vwaters@johnson.com,19-09-2024,Female,IT,3.1
Amy Jones,53,57807,hayleybrown@brown.org,11-09-2020,Other,Admin,4
Derek Richard,25,55137,cindygarcia@johns.com,31-01-2020,Other,HR,3.1
Benjamin Thomas,24,107824,mary95@hicks.com,06-09-2023,Male,Operations,4.8
Christine Jones,39,117291,natalie81@bright.com,08-01-2025,Other,HR,1.4
Cheryl Curtis,40,125318,christopher20@hotmail.com,20-01-2020,Male,HR,3.8
Carrie Keith,59,138800,silvamichael@gmail.com,08-09-2023,Male,Admin,1
Robert Benton MD,52,147417,barnesjoshua@hotmail.com,16-04-2024,Female,Admin,4.9
Erin Gay,48,83158,apaul@gmail.com,17-10-2023,Male,HR,4.7
Michelle Jordan,55,53030,heatherjackson@garrison-thomas.net,13-03-2016,Female,Sales,2.3
Jordan Thompson,51,111440,kross@wilson-johnson.com,06-11-2019,Other,Operations,1.6
Alison Hernandez,41,30758,theresachandler@hotmail.com,13-08-2020,Female,Admin,3.6
Peggy Campbell,53,52125,ginaferguson@yahoo.com,29-05-2016,Male,Marketing,5
Monica Underwood,41,106461,thodges@gmail.com,10-10-2018,Female,HR,1.5
Laura Perry,47,59972,ycarr@hotmail.com,25-07-2017,Other,Finance,4.6
Kristen Williams,24,131512,codycurry@hotmail.com,03-04-2018,Male,Marketing,4
Crystal Hall,49,117272,robinmartinez@pratt.com,26-10-2025,Female,Sales,3.6
Renee Myers,56,33055,zolson@hotmail.com,26-09-2021,Other,Sales,3
Kimberly Bautista,22,76988,christiancabrera@hotmail.com,30-05-2022,Female,Sales,4.1
Dr. Brittany Wells DVM,27,100520,panderson@hotmail.com,22-02-2025,Female,Admin,3.8
Amy Reilly,50,116289,antonio14@parks-davis.com,08-07-2023,Male,Operations,1.8
Joel Jones,59,76658,cruzbrad@reyes-ryan.com,21-09-2025,Female,Marketing,2.6
Kayla Gonzales,54,133475,dustin55@gonzalez-miller.com,04-04-2021,Male,Admin,1.4
Courtney Harrell,60,139898,saundersdanielle@hotmail.com,06-09-2017,Male,Finance,4.2
Stephen Donaldson,27,71215,sknapp@hall.com,10-12-2020,Male,Sales,2.3
Nathaniel Weber,25,93379,obrienellen@atkinson-warner.com,19-08-2022,Other,Finance,2.5
Renee Smith,43,47719,pattersoncharles@jones.com,05-12-2017,Other,Admin,1.4
Andrea Wyatt,47,46753,jjames@hotmail.com,27-08-2023,Male,IT,2.2
Michelle Hanson,55,31590,clarkluke@roberson.com,19-12-2019,Female,Marketing,4.2
Alexander Gentry,44,70405,kemptyler@yahoo.com,27-09-2017,Female,Admin,1.4
Ronald Mathews MD,57,58590,smithtodd@gmail.com,13-01-2025,Female,Admin,1.7
Tiffany Wall,29,117236,john96@gmail.com,05-05-2023,Other,IT,3.6
Amy Wolfe,37,83176,jesusmcconnell@rogers-price.biz,03-01-2018,Female,IT,1.1
Abigail Hanson,48,39629,oliverloretta@gaines-lee.net,22-05-2022,Male,Operations,3.8
Tonya Ortega,47,135825,wsimmons@yahoo.com,16-12-2024,Other,Marketing,1.1
Amy Weeks,27,142135,ivance@hotmail.com,11-10-2022,Female,Sales,2.2
Carlos Tran,23,64635,lbrown@gmail.com,28-10-2024,Male,Marketing,2
Natalie Sanders,50,139431,tiffany61@yahoo.com,30-09-2019,Male,Finance,2.5
Andrea Harris,38,117529,pharmon@miles.com,30-10-2023,Male,Marketing,3.6
Jennifer Hatfield,60,87990,mwagner@bradford.com,26-02-2025,Male,Admin,2.6
Ronald Dickson,40,103965,johnduke@bender.com,26-03-2022,Other,Finance,3
Mason Stephens,26,38085,moorejuan@wood-perkins.com,29-01-2019,Male,Operations,3.7
Jonathan Rodriguez,57,78157,hallangela@scott.net,10-01-2019,Female,HR,2.6
Timothy Smith,26,91796,william32@davis-jones.com,08-08-2021,Male,Operations,3.4
Tiffany Sanders,38,39701,kelly53@gmail.com,07-02-2025,Other,Finance,3
Michael Hoffman,46,139527,chase05@yahoo.com,19-08-2025,Other,Finance,2.9
Mary Jones,38,113034,wgutierrez@watson-murray.info,17-05-2018,Male,HR,4.5
Micheal Kim,22,49080,shawnroberts@gmail.com,07-04-2016,Other,HR,2.1
Christopher Leon MD,32,94828,palmersarah@romero-williams.org,04-04-2019,Female,Operations,1.8
Cody Duncan,60,142532,jodyparker@gonzales-long.com,06-08-2019,Other,HR,4.9
Colleen Myers,49,134313,kingjulie@smith.biz,25-02-2019,Female,Marketing,1.1
Stacy Jones,28,55096,iscott@yahoo.com,28-07-2024,Female,Admin,1.7
Amy Castro,52,135944,hannahbaker@smith.com,30-09-2016,Female,Marketing,4.7
Julian Cochran,28,125827,qwatson@mendez-anderson.com,04-05-2016,Male,IT,2.8
Amy Watson,27,43725,matthewjones@gmail.com,14-08-2024,Other,Finance,1.2
Jose Rivas,34,59097,smithmark@hotmail.com,02-02-2018,Female,Operations,1.9
Amber Rodriguez,34,124573,davidparsons@walker-griffin.org,12-12-2024,Male,HR,4.2
Lucas Cole,25,135540,ktorres@hughes.com,04-11-2019,Other,Admin,4.9
Leonard Wright,58,120294,robinsonamanda@obrien-thomas.biz,26-07-2025,Male,Marketing,2.6
Angela Kim,37,101036,kevinjones@zamora-smith.com,24-08-2016,Other,Finance,1.9
Joseph Kennedy,42,90644,samantha34@carter.com,14-08-2019,Other,Finance,2.5
Jacqueline Barber,60,74963,vincent37@howard.com,27-12-2023,Male,HR,2.5
Kayla Nixon,35,131519,johnsonandrew@hotmail.com,04-08-2019,Other,HR,4.9
Molly Clark,47,85411,heathersmith@decker.com,24-03-2024,Other,Admin,4.1
Ronald Dunn,56,115195,mary00@hughes-martin.com,11-07-2016,Male,Sales,4.5
Melanie Mendez,29,131826,robinsonandrew@gmail.com,17-09-2018,Male,Sales,3.3
Vincent Pittman,46,146109,eanderson@sullivan-zimmerman.com,15-12-2024,Male,Admin,3.7
James Massey,33,149303,jmartin@yahoo.com,02-09-2020,Other,HR,3
Dustin Arnold,37,123713,ylopez@thompson.biz,28-08-2018,Female,Sales,4.1
Denise Campbell,39,91163,joann96@mccarthy-moore.com,23-07-2016,Other,IT,3.5
Alejandro Levy,27,128030,staceyhughes@cole-pierce.com,01-04-2016,Female,Sales,2
Andrew Elliott,35,50067,timothyspencer@gmail.com,21-11-2020,Female,HR,4.3
Kelly Mcgee,48,91720,john33@crosby-ramirez.com,31-03-2023,Male,Operations,2
Gary Harvey,43,96499,jonathanmiles@salazar-lee.com,13-01-2024,Male,Finance,2.2
Danielle Brewer,48,65586,yfoster@osborn.biz,09-02-2025,Male,Sales,1.8
Mr. Casey Reeves Jr.,59,119308,mendozacasey@sparks.biz,04-10-2016,Male,Admin,1.8
Amber Stevens,26,139161,donna57@hotmail.com,23-08-2018,Other,HR,2.1
Mason Bailey,24,63569,gutierrezjames@perkins.com,21-06-2024,Other,IT,2.6
James Rowland,50,131842,mcdonaldmichael@gmail.com,12-12-2016,Other,Operations,3.8
James Herman,58,107621,lucas06@gmail.com,02-03-2021,Other,Sales,2.5
William Johnson,47,113123,amanda56@beasley-smith.com,18-07-2018,Other,HR,4.4
